[2018/1/4 - 20:35:41] AdmCmd: Mack Chrome(1000049460) (IP:49.146.0.210) was silent kicked by Vladimir Greaves, reason: atip
[2018/1/4 - 20:55:48] AdmCmd: Dario Flowers(1000082407) (IP:197.2.210.74) was kicked by Vladimir Greaves, reason: afk in hospital bed
[2018/1/4 - 20:55:53] AdmCmd: Crit Snow(1000624823) (IP:80.220.207.117) was kicked by Vladimir Greaves, reason: afk in hospital bed
[2018/1/4 - 21:08:15] AdmCmd: Nick Chains(1000624826) (IP:85.74.21.181) was silent kicked by Vladimir Greaves, reason: desync
[2018/1/4 - 21:44:09] AdmCmd: Atherturo Ramirez(1000625537) (IP:37.142.174.7) was silent kicked by George Morgan, reason: ATIP
[2018/1/5 - 2:02:51] AdmCmd: Danilo Buenoh(1000397337) (IP:197.0.7.233) was kicked by Craft Chaos, reason: non rp behavior
[2018/1/5 - 2:19:25] AdmCmd: Jeff Armstrong(1000374572) (IP:156.171.89.6) was kicked by Craft Chaos, reason: non rp behavior
[2018/1/5 - 2:27:38] AdmCmd: Brandon Savellano(1000090190) (IP:49.145.143.214) was kicked by Vladimir Greaves, reason: NonRP Behavior
[2018/1/5 - 2:54:04] AdmCmd: Sait Cinar(887762) (IP:94.209.184.120) was kicked by Kobe Duron, reason: Non RP Behavior
[2018/1/5 - 3:21:53] AdmCmd: Vladmir Glasscock(1000227987) (IP:115.42.74.224) was kicked by Craft Chaos, reason: car ramming
[2018/1/5 - 3:42:09] AdmCmd: Aya Dios Fuyu(1000498316) (IP:90.227.238.10) was kicked by Kobe Duron, reason: nonrp
[2018/1/5 - 10:39:32] AdmCmd: Sudais Banderas(1000625916) (IP:125.53.44.131) was kicked by Nicole Trey, reason: Car surfing
[2018/1/5 - 10:55:18] AdmCmd: Sudais Banderas(1000625916) (IP:125.53.44.131) was kicked by Nicole Trey, reason: DM (Read /rules)
[2018/1/5 - 10:58:14] AdmCmd: Buto Zafuki(1000625221) (IP:112.202.41.241) was kicked by Nicole Trey, reason: Car ramming
[2018/1/5 - 11:20:57] AdmCmd: Azis Banderas(1000625239) (IP:221.167.197.168) was kicked by Samantha Rivera, reason: random shooting
